DATE,HH,BRN
2018-02-07,2.74,65.74
2018-02-08,2.74,64.26
2018-02-09,2.66,63.04
2018-02-12,2.6,62.2
2018-02-13,2.58,61.94
2018-02-14,2.53,62.29
2018-02-15,2.49,62.86
2018-02-16,2.49,64.3
2018-02-20,2.61,64.68
2018-02-21,2.65,64.81
2018-02-22,2.65,66.12
2018-02-23,2.58,67.04
2018-02-26,2.6,67.96
2018-02-27,2.59,67.59
2018-02-28,2.66,66.08
2018-03-01,2.67,64.23
2018-03-02,2.67,64.26
2018-03-05,2.7,65.78
2018-03-06,2.7,65.67
2018-03-07,2.8,65.09
2018-03-08,2.8,63.87
2018-03-09,2.71,65.19
2018-03-12,2.78,64.53
2018-03-13,2.76,64.2
2018-03-14,2.69,63.61
2018-03-15,2.7,63.67
2018-03-16,2.62,64.68
2018-03-19,2.62,64.82
2018-03-20,2.71,66.0
2018-03-21,2.74,68.15
2018-03-22,2.62,68.98
2018-03-23,2.58,69.03
2018-03-26,2.63,68.81
2018-03-27,2.6,68.63
2018-03-28,2.64,68.13
2018-03-29,2.81,69.02
2018-04-03,2.75,69.02
2018-04-04,2.81,66.04
2018-04-05,2.81,66.54
2018-04-06,2.81,66.51
2018-04-09,2.78,68.19
2018-04-10,2.78,70.67
2018-04-11,2.74,72.74
2018-04-12,2.76,71.44
2018-04-13,2.82,73.18
2018-04-16,2.88,72.05
2018-04-17,2.84,71.71
2018-04-18,2.85,73.73
2018-04-19,2.8,74.85
2018-04-20,2.78,74.62
2018-04-23,2.78,74.54
2018-04-24,2.79,75.86
2018-04-25,2.81,73.79
2018-04-26,2.81,75.39
2018-04-27,2.82,75.33
2018-04-30,2.75,75.92
2018-05-01,2.75,74.85
2018-05-02,2.77,73.14
2018-05-03,2.75,73.45
2018-05-04,2.75,74.75
2018-05-08,2.77,74.16
2018-05-09,2.75,77.6
2018-05-10,2.78,77.59
2018-05-11,2.75,77.37
2018-05-14,2.84,78.17
2018-05-15,2.83,78.94
2018-05-16,2.85,78.19
2018-05-17,2.75,80.09
2018-05-18,2.75,78.38
2018-05-21,2.77,78.34
2018-05-22,2.76,80.42
2018-05-23,2.89,78.69
2018-05-24,2.88,78.9
2018-05-25,2.88,76.6
2018-05-29,2.84,74.51
2018-05-30,2.83,75.89
2018-05-31,2.94,76.45
2018-06-01,2.91,74.54
2018-06-04,2.89,73.41
2018-06-05,2.89,72.91
2018-06-06,2.89,73.23
2018-06-07,3.02,75.23
2018-06-08,2.91,75.11
2018-06-11,3.0,74.58
2018-06-12,2.98,74.86
2018-06-13,2.98,75.07
2018-06-14,2.99,74.77
2018-06-15,3.02,72.02
2018-06-18,2.99,74.87
2018-06-19,2.95,74.92
2018-06-20,2.96,74.25
2018-06-21,3.08,72.87
2018-06-22,2.95,73.67
2018-06-25,2.96,72.82
2018-06-26,2.98,73.58
2018-06-27,3.01,76.09
2018-06-28,2.99,76.26
2018-06-29,2.96,77.44
2018-07-02,2.9,76.71
2018-07-03,2.9,75.87
2018-07-05,2.91,77.09
2018-07-06,2.91,74.98
2018-07-09,2.9,77.08
2018-07-10,2.9,77.8
2018-07-11,2.89,75.35
2018-07-12,2.89,72.11
2018-07-13,2.86,74.11
2018-07-16,2.76,71.03
2018-07-17,2.81,70.87
2018-07-18,2.8,70.52
2018-07-19,2.75,71.94
2018-07-20,2.79,71.99
2018-07-23,2.79,73.45
2018-07-24,2.73,73.53
2018-07-25,2.82,73.67
2018-07-26,2.82,74.51
2018-07-27,2.78,74.84
2018-07-30,2.75,74.99
2018-07-31,2.82,74.16
2018-08-01,2.8,72.28
2018-08-02,2.77,72.95
2018-08-03,2.86,72.48
2018-08-06,2.85,72.51
2018-08-07,2.95,72.31
2018-08-08,2.99,70.71
2018-08-09,3.02,70.55
2018-08-10,2.96,71.0
2018-08-13,2.92,70.62
2018-08-14,3.02,70.77
2018-08-15,3.02,68.38
2018-08-16,3.02,69.21
2018-08-17,3.01,70.14
2018-08-20,3.04,71.11
2018-08-21,3.01,71.65
2018-08-22,3.02,72.96
2018-08-23,3.01,73.73
2018-08-24,2.99,74.41
2018-08-27,2.98,74.41
2018-08-28,2.98,75.91
2018-08-29,2.96,76.07
2018-08-30,2.96,77.05
2018-08-31,2.98,76.94
2018-09-04,2.96,77.51
2018-09-05,3.0,76.68
2018-09-06,2.93,75.67
2018-09-07,2.88,75.55
2018-09-10,2.9,76.77
2018-09-11,2.94,78.22
2018-09-12,2.98,80.02
2018-09-13,2.94,77.66
2018-09-14,2.91,77.87
2018-09-17,2.95,78.22
2018-09-18,3.0,79.25
2018-09-19,3.11,79.43
2018-09-20,3.07,79.03
2018-09-21,3.02,78.9
2018-09-24,3.04,80.89
2018-09-25,3.12,82.21
2018-09-26,3.1,81.87
2018-09-27,3.05,81.54
2018-09-28,3.01,82.72
2018-10-01,3.13,84.94
2018-10-02,3.14,85.63
2018-10-03,3.26,85.45
2018-10-04,3.39,86.07
2018-10-05,3.25,85.12
2018-10-08,3.28,84.22
2018-10-09,3.4,85.16
2018-10-10,3.45,83.82
2018-10-11,3.16,81.35
2018-10-12,3.19,80.71
2018-10-15,3.26,80.91
2018-10-16,3.27,80.53
2018-10-17,3.3,79.91
2018-10-18,3.28,80.3
2018-10-19,3.2,80.38
2018-10-22,3.2,80.45
2018-10-23,3.28,78.67
2018-10-24,3.42,77.34
2018-10-25,3.42,77.3
2018-10-26,3.27,77.4
2018-10-29,3.2,77.56
2018-10-30,3.27,75.68
2018-10-31,3.31,74.84
2018-11-01,3.36,71.25
2018-11-02,3.26,71.11
2018-11-05,3.53,72.68
2018-11-06,3.53,70.64
2018-11-07,3.54,70.1
2018-11-08,3.54,69.29
2018-11-09,3.74,69.01
2018-11-12,3.96,69.81
2018-11-13,4.1,65.45
2018-11-14,4.1,64.88
2018-11-15,4.69,65.61
2018-11-16,4.3,65.29
2018-11-19,4.65,64.14
2018-11-20,4.65,61.5
2018-11-21,4.7,61.65
2018-11-26,4.28,59.7
2018-11-27,4.28,59.58
2018-11-28,4.5,57.97
2018-11-29,4.5,58.29
2018-11-30,4.61,57.71
2018-12-03,4.4,60.17
2018-12-04,4.4,61.22
2018-12-05,4.69,61.4
2018-12-06,4.44,57.83
2018-12-07,4.51,61.71
2018-12-10,4.54,60.29
2018-12-11,4.53,59.73
2018-12-12,4.53,59.94
2018-12-13,4.31,59.03
2018-12-14,3.99,58.56
2018-12-17,3.8,57.59
2018-12-18,3.8,55.26
2018-12-19,3.64,55.6
2018-12-20,3.7,52.84
2018-12-21,3.7,51.93
2018-12-27,3.1,51.49
2018-12-28,3.25,50.57
2019-01-02,3.25,54.06
2019-01-03,2.72,53.23
2019-01-04,2.8,55.64
2019-01-07,2.74,57.1
2019-01-08,2.89,56.91
2019-01-09,2.92,59.46
2019-01-10,2.95,60.47
2019-01-11,2.95,59.24
2019-01-14,3.36,58.8
2019-01-15,3.54,58.65
2019-01-16,3.58,59.81
2019-01-17,3.58,59.85
2019-01-18,3.43,62.04
2019-01-22,3.43,60.9
2019-01-23,3.13,61.05
2019-01-24,3.13,61.09
2019-01-25,3.07,61.49
2019-01-28,3.05,59.71
2019-01-29,2.94,60.98
2019-01-30,3.0,61.89
2019-01-31,2.82,62.46
2019-02-01,2.7,61.86
2019-02-04,2.57,62.26
2019-02-05,2.54,61.67
2019-02-06,2.58,62.22
2019-02-07,2.62,61.01
2019-02-08,2.66,61.37
2019-02-11,2.76,61.3
2019-02-12,2.71,62.58
2019-02-13,2.61,63.27
2019-02-14,2.61,64.0
2019-02-15,2.59,65.65
2019-02-19,2.69,65.86
2019-02-20,2.69,66.82
2019-02-21,2.73,66.91
2019-02-22,2.74,66.91
2019-02-25,2.84,64.02
2019-02-26,2.74,64.51
2019-02-27,2.89,65.55
2019-02-28,2.89,65.03
2019-03-01,3.19,63.71
2019-03-04,4.25,64.44
2019-03-05,3.18,64.24
2019-03-06,3.18,64.51
2019-03-07,2.9,64.82
2019-03-08,2.9,65.66
2019-03-11,2.86,65.06
2019-03-12,2.83,65.33
2019-03-13,2.87,65.89
2019-03-14,2.95,66.18
2019-03-15,2.95,66.11
2019-03-18,2.9,66.65
2019-03-19,2.92,67.13
2019-03-20,2.86,68.35
2019-03-21,2.86,68.3
2019-03-22,2.75,66.29
2019-03-25,2.72,67.37
2019-03-26,2.74,67.51
2019-03-27,2.69,67.35
2019-03-28,2.69,66.08
2019-03-29,2.73,67.93
2019-04-01,2.73,69.08
2019-04-02,2.76,69.68
2019-04-03,2.74,69.21
2019-04-04,2.66,69.8
2019-04-05,2.62,69.93
2019-04-08,2.72,71.12
2019-04-09,2.71,71.02
2019-04-10,2.72,71.63
2019-04-11,2.72,71.3
2019-04-12,2.75,71.57
2019-04-15,2.75,70.9
2019-04-16,2.66,70.74
2019-04-17,2.55,71.14
2019-04-18,2.54,70.71
2019-04-22,2.61,70.71
2019-04-23,2.53,74.39
2019-04-24,2.53,73.59
